timestamp,longitude,latitude,temperature_c,day_low_temperature_c,day_high_temperature_c,pressure_dbar,humidity_percent,salinity_psu
2023-02-05 02:24:00,-120.6049,-17.345,21.49,7.26,20.12,156.96,80.44,34.34
2024-02-28 17:45:00,172.7946,-25.6756,24.18,15.41,34.51,4672.35,66.93,39.91
2019-12-04 01:53:00,-49.3862,-79.4581,20.38,4.23,16.0,10082.48,71.35,31.24
2021-08-14 08:35:00,162.5373,-81.0403,31.35,10.0,29.45,7242.57,68.05,39.18
2019-06-10 03:32:00,72.6198,11.0278,7.16,8.92,28.74,6416.3,93.63,34.78
2020-02-02 20:47:00,131.4688,13.5497,8.26,-0.58,23.24,3448.49,91.92,38.69
2023-03-08 07:06:00,159.3251,-76.9066,27.8,14.96,18.76,10627.4,75.69,37.76
2022-05-03 16:32:00,61.0067,-20.3439,0.1,14.71,21.14,1850.47,77.61,35.07
2020-04-04 18:21:00,100.918,75.6098,9.62,24.09,25.74,2968.76,76.42,35.98
2021-11-11 13:29:00,-106.8791,-11.392,32.0,6.05,23.26,4982.51,67.71,32.79
2024-09-16 05:44:00,-42.4831,-25.8819,10.5,9.31,29.04,1389.29,91.33,35.76
2020-07-16 21:07:00,-35.7977,-76.9209,32.44,8.9,19.02,4659.02,93.16,34.83
2024-09-05 01:20:00,-118.51,58.8647,29.11,22.83,12.68,432.77,84.4,32.51
2021-03-08 00:27:00,21.8025,16.3272,28.62,9.03,22.64,10165.31,89.69,32.5
2021-08-17 00:04:00,88.4955,-59.684,1.96,9.95,16.48,3543.53,86.11,32.43
2021-03-26 18:03:00,-89.2578,-15.2131,-1.05,4.81,25.42,6971.83,64.1,36.75
2020-06-30 16:16:00,81.4997,41.2677,29.67,-1.97,23.01,9575.8,82.04,34.3
2022-05-28 13:52:00,117.0986,-42.2982,24.26,0.98,29.47,9001.59,73.88,38.14
2024-11-16 08:36:00,-174.5398,-2.4127,11.9,17.01,24.38,9607.3,68.81,36.45
2019-10-29 20:30:00,122.3861,7.7654,10.44,16.43,20.77,7923.4,86.59,34.49
2020-11-30 00:51:00,-101.9353,38.5422,0.77,6.71,13.0,2131.18,95.55,36.56
2019-07-10 20:31:00,-173.9015,13.0795,18.05,10.77,13.0,4032.03,99.99,38.31
2024-06-29 00:02:00,108.5244,-7.8522,17.08,6.03,26.01,5632.35,83.09,38.93
2019-05-08 17:24:00,103.9891,-58.8762,21.44,17.73,32.02,3706.45,86.9,33.89
2023-10-25 21:57:00,-174.9911,-34.1881,26.03,20.75,20.37,10507.57,86.06,36.11
2022-09-08 07:45:00,-154.2175,-20.4489,10.54,22.28,23.27,8875.21,87.8,34.09
2020-09-17 14:21:00,151.7313,74.5279,16.68,2.69,24.78,8788.47,69.85,38.04
2023-08-14 01:26:00,145.8802,28.4137,12.83,16.77,21.93,3972.16,66.38,30.09
2022-11-10 16:39:00,8.0008,7.4008,-0.54,24.0,11.49,8303.22,76.3,33.17
2019-09-03 15:38:00,127.486,1.8113,6.47,15.57,24.73,6754.58,78.64,38.22
2023-02-09 09:54:00,-72.6758,28.0156,29.39,7.48,13.43,4127.36,90.53,34.81
2020-06-21 02:49:00,-124.2865,-48.6968,17.09,15.17,23.9,3391.08,84.91,38.71
2021-07-09 23:12:00,171.38,-12.9305,20.8,16.59,29.38,8677.19,82.09,37.61
2023-03-10 06:56:00,28.0893,11.5938,22.76,8.72,10.14,6564.8,79.94,36.6
2019-02-05 12:19:00,-73.3375,-23.8109,31.1,0.81,20.76,406.95,68.92,31.13
2020-02-04 13:11:00,6.2468,-80.6194,14.39,14.38,28.64,238.69,74.91,30.13
2024-03-21 22:14:00,36.4158,-12.8575,31.79,19.66,23.21,9261.68,64.38,34.52
2022-01-20 01:01:00,-60.7605,-64.9747,34.72,24.93,15.88,988.01,62.63,30.85
2023-12-29 22:21:00,96.1207,51.1198,25.03,4.02,27.44,5712.98,60.53,36.77
2019-02-20 21:57:00,-165.6248,0.987,26.94,16.91,29.59,6695.3,63.51,36.92
2023-09-12 09:05:00,-93.0892,83.9577,33.42,-1.24,19.06,10075.58,83.8,38.1
2021-12-13 10:59:00,-67.6334,-24.0539,18.01,24.19,17.44,5659.79,98.86,31.27
2023-05-15 11:43:00,80.4711,-42.2328,16.78,-1.66,23.63,2134.32,61.15,30.07
2019-01-05 06:03:00,106.7283,89.566,-1.74,7.69,19.14,2867.38,91.33,30.94
2021-02-12 12:31:00,45.0257,-31.821,7.3,0.06,30.9,537.42,86.61,34.2
2019-02-16 02:54:00,-60.6384,-18.0869,18.77,14.77,29.48,2442.63,94.35,30.65
2019-09-26 17:59:00,-85.8346,-88.2424,33.84,7.17,17.8,8966.54,97.81,33.52
2022-02-03 18:16:00,-37.085,-51.9126,12.52,17.79,21.42,8325.66,92.52,34.89
2019-04-30 18:27:00,-21.8549,49.6158,31.15,11.13,32.24,901.37,91.91,38.14
2021-12-17 22:25:00,34.0011,37.0044,4.97,9.32,13.68,5275.57,63.45,30.69
2021-01-10 20:22:00,63.9626,-17.8247,16.01,7.41,28.86,3320.05,74.36,39.66
2022-02-24 08:11:00,-43.8849,75.3078,10.24,0.33,17.92,7149.44,84.66,35.79
2021-10-09 00:57:00,-136.7787,7.7928,23.73,3.53,12.99,10574.75,60.68,39.14
2020-09-25 00:46:00,-21.7892,23.2179,28.72,15.26,12.92,6937.55,78.98,37.87
2022-01-24 21:47:00,-49.8316,54.6335,-1.87,11.41,16.91,8202.7,60.33,30.06
2020-05-02 12:52:00,-158.4943,36.6151,-0.57,-0.11,23.7,4379.41,89.66,38.95
2021-06-15 15:38:00,-106.0431,-63.1244,19.13,12.69,32.7,359.57,70.63,38.42
2020-12-04 04:21:00,-30.6114,-3.9347,17.62,-0.54,17.57,4599.09,90.2,39.88
2019-06-03 15:50:00,19.1242,18.6313,19.34,11.82,14.98,5618.75,79.2,31.28
2021-09-23 21:56:00,16.0665,-80.8334,1.48,24.05,21.97,5419.48,64.32,37.87
2022-05-28 04:46:00,-103.5833,-45.8091,11.23,6.3,13.92,2568.97,96.77,30.36
2021-10-05 13:51:00,-96.8992,51.0061,-1.49,17.53,16.79,5224.92,87.92,38.06
2020-03-28 11:15:00,75.9292,81.9203,32.79,18.13,34.67,7897.92,88.98,33.88
2020-07-04 03:32:00,-57.1319,86.462,9.31,8.93,23.95,3426.24,69.23,39.41
2023-10-24 04:22:00,-111.8383,39.2555,2.02,14.02,29.6,6974.03,65.02,32.43
2023-11-21 09:53:00,-16.8428,36.4233,23.05,10.75,15.3,1685.58,98.18,35.83
2023-06-20 00:55:00,-2.4356,37.1202,3.18,5.65,23.0,3058.51,73.85,32.72
2022-09-10 12:03:00,-108.2404,-36.67,-0.48,18.38,22.76,9723.21,69.38,39.04
2019-12-02 22:01:00,-11.7946,-16.0194,8.97,16.98,30.32,6892.85,95.14,37.0
2020-05-11 19:23:00,89.3682,-57.7209,31.92,22.31,10.54,944.23,78.53,33.46
2024-04-15 17:34:00,-118.5392,-5.3667,23.03,14.69,31.51,2911.01,86.17,34.82
2023-04-18 00:50:00,-50.8906,-82.6886,-1.8,8.5,11.99,10933.57,70.65,39.91
2023-06-25 11:02:00,-143.5164,59.2035,32.91,17.28,32.91,2971.15,98.76,33.99
2022-12-11 07:09:00,-102.5524,80.5425,30.94,14.71,13.57,6385.6,78.96,30.42
2021-12-02 11:28:00,-24.4042,-65.1335,4.7,14.65,23.31,6053.82,76.97,39.68
2019-01-12 13:01:00,170.8003,-2.7288,16.8,20.95,12.48,4426.0,62.59,39.71
2021-01-23 02:22:00,71.6354,-10.8855,32.48,22.58,21.18,371.56,88.32,36.35
2019-03-31 07:28:00,155.3559,44.2394,22.38,2.87,17.48,3127.71,81.64,35.16
2023-06-14 01:50:00,-142.3176,2.5917,-1.72,6.48,20.5,10486.84,98.65,38.71
2020-09-08 06:03:00,159.0988,-9.5741,3.75,15.56,23.63,211.1,65.11,39.98
2021-04-05 20:49:00,3.9814,-64.8506,-1.69,13.04,21.49,7872.52,75.64,39.92
2023-02-25 10:28:00,-78.362,-38.5398,25.09,15.61,10.58,9820.25,70.16,37.41
2020-12-29 20:56:00,124.1202,15.7984,23.96,9.69,31.59,8386.25,86.71,32.56
2020-11-06 09:36:00,36.4866,-82.6702,11.1,9.14,12.37,3555.75,62.87,36.11
2022-01-27 15:35:00,-147.3321,-29.9418,4.84,1.18,34.52,5725.15,99.7,30.73
2021-09-04 16:38:00,12.7077,-64.2151,34.97,14.84,31.28,9543.02,88.57,37.33
2024-11-13 23:22:00,51.0763,-76.3038,18.68,2.75,24.03,10730.04,75.25,31.33
2019-02-06 11:48:00,-173.6043,-13.2762,15.46,16.12,16.13,1067.32,74.73,33.31
2023-03-29 22:24:00,17.8719,-35.0079,27.64,24.11,12.16,1367.85,79.22,39.17
2021-05-22 16:48:00,-49.2497,12.9394,19.86,4.92,26.8,10513.92,87.91,36.05
2024-10-10 19:47:00,-15.5321,-53.1073,3.78,1.84,15.04,9598.87,83.66,36.4
2020-12-29 21:12:00,-140.7787,-80.0165,6.62,-1.35,28.33,2321.83,79.36,31.53
2020-11-29 18:48:00,1.0365,-83.6793,28.59,8.23,30.81,10671.14,67.82,37.41
2023-06-24 11:40:00,174.501,-12.2802,16.14,3.79,34.72,2299.02,66.95,37.85
2019-03-17 08:06:00,85.7208,-88.5904,4.5,11.28,22.61,973.67,96.63,39.59
2023-12-25 13:30:00,154.0279,-79.9198,33.36,12.16,34.37,7500.74,82.07,36.22
2021-04-30 14:15:00,-80.1017,-28.1859,27.5,7.43,13.73,5937.76,83.2,38.95
2021-06-03 04:34:00,-42.3066,79.311,28.33,18.25,30.91,2636.32,77.31,37.69
2020-01-31 19:58:00,53.6452,38.7664,31.29,22.43,19.0,10211.06,88.33,33.9
2023-02-01 03:52:00,86.2665,43.1216,10.04,3.71,19.12,4446.64,92.06,31.72
2022-03-13 06:44:00,-70.5281,-59.2817,5.98,20.58,16.72,4431.97,76.45,39.52
2021-12-01 06:13:00,-54.8668,12.6666,5.02,1.54,14.34,6950.08,62.1,39.57
2020-09-25 04:34:00,-132.5809,-48.4222,23.79,4.17,21.06,2538.75,70.1,32.52
2022-05-23 10:10:00,64.3345,3.2936,6.75,13.16,34.68,6455.32,92.86,39.77
2021-01-20 11:08:00,-54.5338,56.4009,18.16,6.28,18.25,4003.84,82.41,35.69
2021-08-11 11:16:00,-130.069,-12.3035,30.95,-0.87,21.53,7645.1,95.25,32.89
2023-03-23 13:12:00,48.2352,-48.838,-1.0,5.96,15.71,2724.78,75.27,38.65
2022-04-06 09:08:00,-175.5114,-34.5528,2.6,22.43,18.43,2040.08,72.6,36.84
2022-05-02 04:28:00,162.027,-1.8443,13.72,2.7,11.38,2747.95,60.06,34.71
2022-12-16 18:07:00,50.7718,55.8036,32.5,18.62,33.9,10295.28,67.21,34.84
2023-02-28 12:00:00,38.8255,24.0791,15.51,17.5,22.75,9341.52,73.41,39.47
2022-09-27 19:16:00,52.9649,81.9939,16.47,0.87,28.32,9117.88,63.18,33.82
2020-05-25 06:24:00,-66.0442,85.7987,-0.18,6.89,22.83,8587.64,84.18,33.72
2022-08-17 03:35:00,-96.0431,-33.6444,18.94,3.11,29.25,7006.46,99.59,33.75
2023-12-16 11:53:00,13.2502,28.832,34.97,-1.37,23.35,1082.39,62.33,39.41
2019-04-01 09:25:00,159.8615,37.5018,22.1,2.67,27.54,3571.17,75.68,36.2
2019-02-08 02:44:00,-78.8164,10.7926,33.58,3.44,27.12,6180.56,76.0,39.64
2020-10-14 17:27:00,77.9045,54.6468,32.27,2.48,23.34,1163.25,62.79,37.34
2021-12-17 19:27:00,170.3745,-40.3067,28.87,0.46,15.76,331.28,67.42,38.24
2020-03-31 08:38:00,17.7777,47.1116,5.95,12.21,15.3,1027.71,78.11,35.25
2024-06-19 16:24:00,-14.9034,-44.7852,15.32,6.71,31.86,1188.77,98.22,37.0
2021-04-03 00:37:00,89.309,7.7345,19.82,22.52,13.02,1204.92,82.81,32.9
2022-02-14 05:57:00,-129.1012,-69.6446,23.28,3.05,23.98,2091.89,63.99,30.78
2020-11-15 12:46:00,-168.0872,33.3882,18.72,14.28,22.56,5490.06,89.69,31.65
2022-03-18 15:53:00,-53.3304,64.2056,19.33,22.32,29.96,3139.96,94.29,39.73
2019-07-22 04:35:00,121.4039,43.3892,6.95,-0.73,13.38,9461.46,92.33,30.68
2022-06-04 18:19:00,-152.0928,81.6412,4.75,11.94,27.18,9637.52,92.73,34.33
2024-09-25 08:48:00,32.7923,87.9819,5.64,10.17,25.15,10122.75,92.47,39.76
2023-03-30 14:30:00,-161.4543,-7.0438,8.56,23.08,27.53,5182.75,68.91,34.0
2022-10-28 21:53:00,0.3491,-62.1346,6.02,15.92,25.53,8514.46,83.77,38.59
2020-04-15 10:11:00,-133.1751,38.2569,10.79,7.43,24.06,6500.81,66.5,31.62
2022-09-15 15:07:00,38.728,-14.2971,21.3,17.21,33.16,1588.1,73.13,35.1
2019-12-24 11:23:00,-68.3355,-20.9123,24.58,13.73,18.72,6992.68,76.69,33.81
2020-10-29 20:07:00,-46.5572,-57.3021,15.62,7.37,14.62,9207.23,77.28,37.42
2022-02-19 03:25:00,-157.3345,-82.7036,5.05,19.2,29.89,3827.35,77.52,30.27
2020-06-23 04:40:00,99.3757,47.5065,21.51,16.04,13.24,8213.43,91.34,37.69
2021-01-09 21:16:00,36.9552,-3.2707,30.77,-1.85,26.99,8519.69,84.81,32.81
2022-05-09 00:52:00,29.3663,-18.5088,24.98,21.36,23.74,7079.42,85.67,37.9
2021-07-13 12:45:00,56.9121,-23.967,1.38,8.72,10.03,9716.02,90.75,33.6
2020-01-25 17:50:00,58.9494,0.7743,3.62,15.43,16.0,1593.03,68.28,30.46
2019-09-13 04:46:00,-53.1753,43.586,18.99,8.71,22.4,9277.58,78.58,30.12
2024-04-28 01:09:00,-81.1865,-11.8413,23.18,21.8,18.24,6718.04,94.21,38.96
2021-03-08 17:58:00,-72.8942,-72.8373,8.3,15.57,20.67,9412.29,88.23,39.35
2021-05-26 04:54:00,112.0914,-43.4555,5.55,13.64,25.03,5859.45,95.2,33.36
2021-10-12 00:53:00,-118.9815,-66.0128,12.49,24.47,28.27,3607.59,78.13,34.21
2019-08-12 14:48:00,-4.7648,-55.7876,4.9,5.58,13.78,9869.13,90.64,39.32
2023-12-08 20:25:00,45.2368,67.4243,16.76,-0.24,17.07,9651.44,70.64,34.77
2019-03-04 21:58:00,5.8488,-59.0349,0.75,11.93,25.91,2944.45,94.71,36.79
2020-11-19 12:32:00,19.2041,40.6885,27.24,9.45,24.71,8185.19,71.87,35.05
2023-06-22 08:34:00,122.0566,-35.6225,25.57,10.27,28.42,1004.24,73.62,38.66
2020-05-25 00:20:00,-61.4164,72.2396,5.03,14.74,26.01,945.76,88.71,39.51
2020-06-01 16:04:00,-55.4921,21.9863,24.74,14.61,18.25,5625.45,89.91,37.29
2023-07-27 05:02:00,-120.2906,31.4605,12.75,8.59,22.48,393.38,62.1,32.42
2022-12-31 22:36:00,90.1104,4.5522,15.67,21.3,32.12,4771.28,66.01,31.47
2020-12-14 09:18:00,-105.3735,76.8778,11.93,15.59,14.65,8698.22,69.99,30.31
2022-03-14 20:13:00,7.1157,-61.5976,31.69,22.03,19.42,9784.21,99.99,36.81
2024-03-16 00:50:00,127.4968,-38.4568,22.37,22.66,31.04,2802.6,92.9,37.79
2020-11-15 12:03:00,-144.6665,72.8192,9.54,2.52,19.1,846.78,88.6,36.46
2023-01-09 00:48:00,-119.3323,88.0188,26.46,16.38,20.31,6937.2,98.54,31.08
2020-05-02 01:27:00,-113.9437,48.6566,11.48,6.57,17.98,2913.16,87.49,31.24
2024-11-12 07:38:00,-131.6236,-51.7464,0.58,20.58,32.49,257.93,87.67,36.15
2019-09-07 01:53:00,160.1579,73.4969,10.55,17.79,26.58,1443.18,95.93,36.56
2024-12-05 02:58:00,86.3829,-59.7945,-0.76,3.37,15.22,10321.91,72.08,32.43
2019-09-25 00:53:00,-16.2107,67.4859,2.48,23.35,28.74,9625.84,60.07,34.01
2019-08-24 04:29:00,-72.8488,-21.0487,-0.28,16.45,10.96,9125.79,88.6,39.33
2021-02-01 16:47:00,-138.5315,-81.3629,12.34,23.61,19.91,3734.21,66.24,30.68
2022-06-06 20:13:00,-171.4769,20.1242,34.19,3.45,32.74,7859.75,71.49,32.22
2020-07-31 10:50:00,53.977,-23.5109,30.18,21.48,27.24,10527.16,92.9,38.23
2024-11-20 05:59:00,1.8237,-86.5375,28.9,16.04,29.83,6243.39,91.12,36.86
2022-08-22 01:17:00,33.2755,-62.8656,-1.84,12.91,33.28,3664.06,78.99,35.34
2022-09-20 18:33:00,-119.7095,-7.9315,8.34,20.15,29.36,8792.62,64.17,35.91
2022-08-24 05:32:00,31.9444,27.4103,5.64,15.09,12.21,4733.71,71.93,31.53
2022-09-20 22:41:00,-106.4063,-84.0887,27.58,16.08,15.77,6350.78,79.02,36.5
2024-10-29 04:28:00,-165.2295,3.7402,-0.56,4.85,22.5,5953.32,90.73,33.95
2019-05-18 23:16:00,133.9758,-81.5273,25.6,20.06,10.35,2391.6,99.39,39.96
2022-09-15 16:59:00,117.8474,72.4317,20.13,15.56,25.61,7.34,85.02,30.27
2024-02-19 23:04:00,31.9811,37.2619,4.64,20.8,26.43,10987.2,62.13,39.5
2024-10-01 01:12:00,149.3358,-74.8927,21.91,7.49,27.41,4585.15,68.85,32.34
2024-12-13 10:42:00,98.0067,1.3767,8.5,6.96,23.89,3121.98,70.38,33.35
2024-03-21 14:56:00,-81.1778,42.3196,3.61,-1.35,21.31,8424.7,85.38,30.6
2024-11-12 10:53:00,149.2888,-38.1665,11.12,18.75,31.39,6517.77,60.74,36.36
2024-04-19 07:03:00,-40.2749,-56.1984,32.18,6.92,29.18,9685.06,80.26,35.73
2019-12-26 03:55:00,174.0043,31.6262,20.85,6.83,25.31,8592.11,99.83,37.93
2019-10-08 02:31:00,71.1578,50.1999,18.75,16.59,11.15,3099.46,90.75,34.88
2020-10-28 17:57:00,-104.9961,-17.8554,25.04,4.83,27.35,6514.69,90.77,36.73
2021-10-25 17:27:00,-37.5938,-46.7467,13.52,22.54,23.95,5529.72,89.82,39.52
2020-11-12 21:20:00,59.5202,79.548,19.29,12.53,27.34,10505.92,87.34,34.12
2020-06-07 13:33:00,103.8222,6.5275,7.35,24.18,17.79,2635.27,71.93,34.74
2024-05-22 13:25:00,27.5218,-1.7594,15.69,0.07,29.42,3122.18,91.32,35.05
2024-01-11 08:25:00,86.5281,41.5316,26.65,7.09,20.45,10124.71,85.84,35.38
2024-09-25 21:46:00,-6.6159,71.2985,24.84,8.3,32.36,5035.92,69.16,32.51
2021-12-15 10:47:00,-77.3319,-34.9682,27.72,17.72,12.6,5029.8,99.16,32.31
